"","X","zpid","zipcode","latitude","longitude","propertyTaxRate","hasAssociation","age","latestPrice","numPriceChanges","lotSizeSqFt","livingAreaSqFt","avgSchoolRating","numOfBathrooms","numOfBedrooms"
"7401",8798,29367597,78759,30.4184265136719,-97.7622604370117,1.98,0,38,612500,4,14810.4,2431,7,3,4
"7402",8799,29449495,78728,30.4451408386231,-97.6822891235352,1.98,0,40,379000,2,7810,1858,5.33333333333333,3,3
"7403",8800,29442220,78727,30.4233417510986,-97.7289886474609,1.98,0,40,419900,2,6939,1568,6.66666666666667,2,3
"7404",8801,29369220,78759,30.4241695404053,-97.7537384033203,1.98,0,54,549900,7,23086.8,2824,8.33333333333333,2,4
"7405",8802,29451722,78728,30.4514865875244,-97.6752700805664,1.98,0,30,320000,3,7492,1427,5.33333333333333,2,3
"7406",8803,58305497,78727,30.4183712005615,-97.7320556640625,1.98,1,38,425000,1,8973,2174,6.66666666666667,3,4
"7407",8806,29439524,78759,30.4101390838623,-97.7325286865234,1.98,0,40,450000,1,7187,1700,6.66666666666667,3,3
"7408",8807,58305521,78727,30.4193897247314,-97.7312545776367,1.98,1,30,539000,3,6838,2370,6.66666666666667,3,4
"7409",8808,29452868,78728,30.4534606933594,-97.6878890991211,1.98,1,23,329000,3,6316,2811,5.33333333333333,3,4
"7410",8809,58306017,78727,30.4158897399902,-97.724723815918,1.98,0,44,459900,2,10149,1824,6.66666666666667,3,3
"7411",8810,29449365,78728,30.4423408508301,-97.6871719360352,1.98,0,37,185000,2,5227,1052,5.33333333333333,2,2
"7412",8811,29439514,78759,30.4108371734619,-97.7327880859375,1.98,0,41,415500,3,6969,1677,6.66666666666667,2,3
"7413",8812,58305503,78727,30.4181022644043,-97.7327270507812,1.98,1,30,455000,1,7840,2343,6.66666666666667,2,4
"7414",8813,29447850,78728,30.4372005462646,-97.6781387329102,1.98,1,30,284900,4,6229,2516,2.66666666666667,3,4
"7415",8814,29451346,78728,30.4469833374023,-97.6772003173828,1.98,0,37,279900,2,6621,1485,5.33333333333333,2,3
"7416",8815,29439501,78759,30.4108791351318,-97.7321929931641,1.98,0,43,374900,2,6926,1823,6.66666666666667,2,3
"7417",8816,29439500,78759,30.4109706878662,-97.7323455810547,1.98,0,43,440000,2,7013,1638,6.66666666666667,2,3
"7418",8817,29449343,78728,30.4420509338379,-97.6875991821289,1.98,0,37,139500,7,4443,1052,5.33333333333333,2,2
"7419",8818,29449339,78728,30.4425144195557,-97.6875915527344,1.98,0,37,255000,6,4268,1390,5.33333333333333,2,3
"7420",8819,29447833,78728,30.4370651245117,-97.6776885986328,1.98,1,37,284500,1,7492,1815,2.66666666666667,2,3
"7421",8820,29454329,78728,30.4600639343262,-97.6842727661133,1.98,1,25,339900,3,5575,1706,5.66666666666667,2,3
"7422",8821,29447829,78728,30.4378204345703,-97.6777114868164,1.98,1,37,339000,1,8755,1829,2.66666666666667,2,3
"7423",8822,29447827,78728,30.4405727386475,-97.684196472168,1.98,1,38,259000,2,5706,1007,5.33333333333333,2,2
"7424",8823,29451825,78728,30.4474468231201,-97.6759567260742,1.98,0,37,339900,1,10890,1939,5.33333333333333,3,4
"7425",8824,29452821,78728,30.4526767730713,-97.6879425048828,1.98,1,23,299950,1,5749,2208,5.33333333333333,3,4
"7426",8825,2078955819,78728,30.4419136047363,-97.6803283691406,1.98,0,38,335000,1,7710,1636,2.66666666666667,2,3
"7427",8826,29367500,78759,30.416109085083,-97.7545776367188,1.98,0,26,689900,3,11761.2,3391,7,4,5
"7428",8827,29449315,78728,30.4419326782227,-97.6858520507812,1.98,0,37,259900,1,4486,1346,5.33333333333333,3,3
"7429",8828,29369596,78759,30.4238338470459,-97.7666854858398,1.98,0,42,469900,2,10236,1746,8.33333333333333,2,3
"7430",8829,29369255,78759,30.4254913330078,-97.7600173950195,1.98,0,48,465000,1,10062,1910,8.33333333333333,2,3
"7431",8832,29372091,78759,30.4277591705322,-97.7776718139648,1.98,0,41,389900,4,11325.6,2116,9,3,4
"7432",8833,29603309,78728,30.4622993469238,-97.6889724731445,2.21,0,26,375000,2,7230,2719,5.66666666666667,3,4
"7433",8834,29447809,78728,30.4408149719238,-97.6834487915039,1.98,1,38,248000,2,5096,1043,5.33333333333333,2,2
"7434",8836,29366588,78759,30.413631439209,-97.771369934082,1.98,0,34,724500,3,10280,3490,8.33333333333333,3,4
"7435",8837,29366086,78759,30.4132652282715,-97.7578201293945,1.98,0,32,505900,4,9583,2115,7,3,3
"7436",8838,29452807,78728,30.4534759521484,-97.685920715332,1.98,1,23,234900,5,10367,2771,5.33333333333333,3,4
"7437",8839,29370085,78759,30.4232215881348,-97.776496887207,1.98,0,28,560000,6,15246,3143,8.33333333333333,3,4
"7438",8841,29449302,78728,30.4429931640625,-97.6859893798828,1.98,1,38,235000,3,4660,1111,5.33333333333333,2,2
"7439",8842,29366585,78759,30.4128551483154,-97.7709732055664,1.98,0,29,498500,7,9365,2896,8.33333333333333,3,4
"7440",8843,29447802,78728,30.4411926269531,-97.6822509765625,1.98,0,38,299000,1,7492,1800,2.66666666666667,2,4
"7441",8844,29374083,78750,30.4328536987305,-97.7851409912109,1.98,0,31,375000,4,9147,2806,8.66666666666667,3,4
"7442",8845,29454300,78728,30.4623508453369,-97.68408203125,1.98,1,22,340000,1,4791,1578,5.66666666666667,2,3
"7443",8846,29366082,78759,30.4123191833496,-97.7578125,1.98,0,32,689790,2,14810.4,2920,7,3,4
"7444",8847,58306598,78759,30.4152126312256,-97.7143020629883,1.98,0,42,299900,1,10890,1376,6.66666666666667,2,3
"7445",8848,29451300,78728,30.4477138519287,-97.6786575317383,1.98,0,37,155900,4,7535,1597,5.33333333333333,2,3
"7446",8851,29368079,78759,30.4169178009033,-97.7821807861328,1.98,0,42,550000,1,23958,2608,9,3,3
"7447",8852,29444597,78727,30.4296226501465,-97.707878112793,1.98,1,46,424888,4,9147,1947,6.66666666666667,2,4
"7448",8853,29562078,78759,30.432466506958,-97.7720031738281,2.21,0,43,222000,2,3354,1672,8.33333333333333,3,3
"7449",8854,29442597,78727,30.4213752746582,-97.7212524414062,1.98,1,39,203000,1,11325.6,1848,6.66666666666667,2.5,4
"7450",8855,58306096,78727,30.4192848205566,-97.7222900390625,1.98,1,39,455000,1,7535,2218,6.66666666666667,3,4
"7451",8856,29367577,78759,30.4163074493408,-97.7557067871094,1.98,0,26,619000,3,13939.2,2996,7,4,4
"7452",8857,29445094,78727,30.4283237457275,-97.6943893432617,1.98,1,26,449000,3,9583,3106,4.33333333333333,3,4
"7453",8858,29447799,78728,30.4412307739258,-97.6816864013672,1.98,0,38,285000,12,7361,1810,2.66666666666667,2,4
"7454",8859,29365077,78759,30.4072113037109,-97.7568359375,1.98,0,38,6e+05,1,11325.6,2559,7,3,4
"7455",8860,29444091,78727,30.4285774230957,-97.7233810424805,1.98,0,38,409900,6,6926,1549,6.66666666666667,2,3
"7456",8861,58307090,78759,30.4204406738281,-97.7155151367188,1.98,0,41,387000,4,14810.4,1531,6.66666666666667,2,3
"7457",8862,58306089,78727,30.4177894592285,-97.7223281860352,1.98,0,41,359900,4,8581,1941,6.66666666666667,3,3
"7458",8863,29366576,78759,30.4117450714111,-97.7698211669922,1.98,0,31,598000,5,8712,2412,8.33333333333333,3,4
"7459",8864,29367575,78759,30.416618347168,-97.755973815918,1.98,0,26,735000,1,12196.8,3495,7,3,4
"7460",8865,29445086,78727,30.4288387298584,-97.6944046020508,1.98,1,27,375000,1,10062,2110,4.33333333333333,2,4
"7461",8866,58307081,78727,30.4204254150391,-97.7217636108398,1.98,1,39,389000,2,12632.4,1816,6.66666666666667,2,3
"7462",8867,29366074,78759,30.4127655029297,-97.7596130371094,1.98,0,35,599000,16,13068,2573,7,2,4
"7463",8868,58307079,78727,30.4200267791748,-97.722053527832,1.98,1,39,4e+05,2,13503.6,2003,6.66666666666667,2,3
"7464",8870,58306576,78759,30.416446685791,-97.7150726318359,1.98,0,42,419900,1,7405,1720,6.66666666666667,2,3
"7465",8871,29444574,78727,30.4266414642334,-97.7162628173828,1.98,1,25,374900,4,6534,1589,6.66666666666667,2,3
"7466",8873,29449798,78728,30.4438171386719,-97.6760101318359,1.98,1,37,250000,2,6098,1395,2.66666666666667,3,3
"7467",8874,29445072,78727,30.4297676086426,-97.6950073242188,1.98,1,26,374988,2,6969,2293,2.66666666666667,2,3
"7468",8875,83125069,78759,30.4217834472656,-97.7565307617188,1.98,1,10,120000,4,8276,3045,7,3,4
"7469",8876,29444571,78727,30.4268703460693,-97.716682434082,1.98,1,25,405000,2,6490,1944,6.66666666666667,3,3
"7470",8877,70339570,78727,30.4249305725098,-97.7065582275391,1.98,1,16,379900,1,6969,1659,6.66666666666667,2,3
"7471",8878,29370069,78759,30.425817489624,-97.7771377563477,1.98,0,44,390000,11,9888,1678,8.33333333333333,3,3
"7472",8879,58306570,78759,30.4184322357178,-97.7108612060547,1.98,0,44,329900,1,8537,1964,6.66666666666667,2,3
"7473",8880,29369568,78759,30.4246425628662,-97.7679977416992,1.98,0,44,415000,3,9713,1658,8.33333333333333,2,3
"7474",8881,29374067,78750,30.4345474243164,-97.7846145629883,1.98,1,23,6e+05,1,8189,3215,8.66666666666667,3,4
"7475",8882,58306564,78759,30.4172763824463,-97.7112579345703,1.98,0,44,339900,4,7013,2100,6.66666666666667,2,4
"7476",8883,29372067,78759,30.4296932220459,-97.7801971435547,1.98,0,40,369000,1,8145,2039,9,2,4
"7477",8884,29451799,78728,30.4489994049072,-97.6761856079102,1.98,0,35,305000,1,6751,1371,5.33333333333333,3,3
"7478",8885,29442562,78727,30.4224853515625,-97.720947265625,1.98,1,38,335000,5,9234,1679,6.66666666666667,2,3
"7479",8886,29365067,78759,30.4084434509277,-97.7591857910156,1.98,0,36,490000,1,11761.2,2115,7,2,3
"7480",8887,58306560,78759,30.416675567627,-97.7115707397461,1.98,0,44,265000,1,7405,1602,6.66666666666667,2,3
"7481",8888,29369564,78759,30.4232006072998,-97.7676010131836,1.98,0,45,460000,1,12196.8,2079,8.33333333333333,2,3
"7482",8889,29365064,78759,30.408842086792,-97.7599411010742,1.98,0,37,441500,1,11761.2,2338,7,3,4
"7483",8890,29444559,78727,30.4278106689453,-97.7167510986328,1.98,1,23,186000,5,6490,1678,6.66666666666667,2,3
"7484",8891,29442558,78727,30.4231033325195,-97.7203369140625,1.98,1,38,5e+05,4,7535,2321,6.66666666666667,3,3
"7485",8892,29550563,78759,30.4328384399414,-97.7731704711914,2.21,0,42,298900,7,10193,1850,8.33333333333333,2,3
"7486",8893,58306056,78727,30.419849395752,-97.7224273681641,1.98,1,39,450000,2,7849,1904,6.66666666666667,3,3
"7487",8894,29372062,78759,30.4289512634277,-97.7798309326172,1.98,0,40,435000,3,7884,2118,9,3,4
"7488",8895,29444551,78727,30.4276103973389,-97.7170867919922,1.98,1,23,325000,6,6490,2747,6.66666666666667,2.5,3
"7489",8896,29449298,78728,30.4430294036865,-97.6864624023438,1.98,1,38,99950,4,5009,1118,5.33333333333333,2,3
"7490",8897,29370061,78759,30.4260196685791,-97.7762298583984,1.98,0,45,225000,6,7230,1852,8.33333333333333,2,4
"7491",8898,29440637,78727,30.418628692627,-97.6968841552734,1.98,0,46,229900,2,7840,1007,4.33333333333333,2,3
"7492",8900,29451797,78728,30.4487724304199,-97.6760025024414,1.98,0,36,285000,2,6969,1650,5.33333333333333,3,3
"7493",8901,70339550,78727,30.4225254058838,-97.7071533203125,1.98,1,16,299000,5,8929,2637,6.66666666666667,3,3
"7494",8902,29370053,78759,30.421688079834,-97.7755813598633,1.98,0,28,650000,6,13068,3355,8.33333333333333,4,4
"7495",8903,29447796,78728,30.4412879943848,-97.6811218261719,1.98,0,38,313000,3,7666,1636,2.66666666666667,2,3
"7496",8904,70339549,78727,30.4227085113525,-97.7070999145508,1.98,1,17,437000,5,7405,2677,6.66666666666667,3,4
"7497",8905,29369553,78759,30.423828125,-97.7678833007812,1.98,0,46,378500,7,9060,1797,8.33333333333333,2,3
"7498",8906,29451793,78728,30.4482917785644,-97.6753845214844,1.98,0,36,142000,8,7318,1766,5.33333333333333,2,4
"7499",8907,29369551,78759,30.4223461151123,-97.7683868408203,1.98,0,39,425000,1,11761.2,1695,8.33333333333333,2,3
"7500",8908,29367551,78759,30.4185485839844,-97.7609329223633,1.98,0,26,550000,1,11761.2,2585,7,3,4
"7501",8909,29440541,78758,30.4147434234619,-97.7017135620117,1.98,0,38,244900,4,5706,840,5.33333333333333,1,2
"7502",8910,29447788,78728,30.4404163360596,-97.6820831298828,1.98,0,37,226900,1,6838,1423,2.66666666666667,2,3
"7503",8911,70339539,78727,30.4242134094238,-97.7067031860352,1.98,1,17,369000,4,6490,2637,6.66666666666667,3,4
"7504",8912,29366546,78759,30.4140815734863,-97.7694091796875,1.98,0,40,599950,7,13503.6,3075,8.33333333333333,3,4
"7505",8913,29442539,78727,30.4248943328857,-97.7199020385742,1.98,0,39,495000,4,21780,1978,6.66666666666667,2,3
"7506",8914,29368038,78759,30.421070098877,-97.7751922607422,1.98,0,27,749900,5,17859.6,3516,8.33333333333333,4,4
"7507",8915,29445038,78727,30.4300231933594,-97.6943817138672,1.98,1,26,349000,1,7205,1961,2.66666666666667,2,3
"7508",8916,29365035,78759,30.4073581695557,-97.7614593505859,1.98,0,39,639900,1,17859.6,2549,7,2,4
"7509",8917,29440537,78758,30.4152278900146,-97.7013854980469,1.98,0,38,270000,1,5227,1092,5.33333333333333,2,3
"7510",8918,29451779,78728,30.450159072876,-97.6762924194336,1.98,0,29,355000,4,5880,2008,5.33333333333333,3,3
"7511",8919,29442535,78727,30.425220489502,-97.7206878662109,1.98,0,39,419000,1,17859.6,1850,6.66666666666667,3,4
"7512",8920,29449777,78728,30.4457740783691,-97.6763076782227,1.98,0,39,330000,3,8712,2091,5.33333333333333,2,4
"7513",8922,58306033,78727,30.4161968231201,-97.7238998413086,1.98,0,43,530000,3,8015,1941,6.66666666666667,2,3
"7514",8923,29449275,78728,30.4426727294922,-97.6849517822266,1.98,1,38,235000,2,4399,1184,5.33333333333333,2,3
"7515",8924,29368029,78759,30.4178886413574,-97.7756652832031,1.98,0,28,569000,3,15681.6,2412,9,3,3
"7516",8925,29444531,78727,30.4286499023438,-97.7166290283203,1.98,1,25,350000,1,6621,1673,6.66666666666667,2,3
"7517",8926,58306528,78759,30.4159545898438,-97.7135238647461,1.98,0,44,292000,3,7884,1406,6.66666666666667,2,3
"7518",8928,58307014,78727,30.4200572967529,-97.7207717895508,1.98,1,39,420000,6,8755,1883,6.66666666666667,3,3
"7519",8929,58306512,78759,30.4174842834473,-97.7116851806641,1.98,0,44,325000,4,8102,1503,6.66666666666667,2,3
"7520",8930,29454264,78728,30.46217918396,-97.6846237182617,1.98,0,23,315000,1,6490,1678,5.66666666666667,2,3
"7521",8931,58306510,78759,30.4178447723389,-97.7116012573242,1.98,0,44,274000,6,13939.2,1426,6.66666666666667,2,3
"7522",8932,58306506,78759,30.4185066223144,-97.711555480957,1.98,0,44,3e+05,6,10890,1532,6.66666666666667,2,3
"7523",8933,29444506,78727,30.4279289245606,-97.7189254760742,1.98,1,25,209000,5,7405,1946,6.66666666666667,3,3
"7524",8934,29451257,78728,30.4510002136231,-97.6847915649414,1.98,0,24,195000,1,9469,2166,5.33333333333333,2,4
"7525",8935,29440506,78758,30.4157238006592,-97.7020950317383,1.98,0,38,279900,1,5706,1065,5.33333333333333,2,3
"7526",8936,29442503,78727,30.4203472137451,-97.7244338989258,1.98,1,39,377000,1,11761.2,1910,6.66666666666667,2,3
"7527",8937,29447753,78728,30.4377536773682,-97.6827392578125,1.98,0,38,285000,2,4356,1115,2.66666666666667,2,3
"7528",8938,29444502,78727,30.4285144805908,-97.7189712524414,1.98,1,24,337000,3,6011,1678,6.66666666666667,2,3
"7529",8939,29449747,78728,30.4419136047363,-97.6839981079102,1.98,1,38,161000,1,4530,1074,5.33333333333333,2,3
"7530",8940,29445001,78727,30.4251823425293,-97.6963577270508,1.98,0,30,320000,2,17859.6,2398,6.66666666666667,3,3
"7531",8941,29447745,78728,30.4369335174561,-97.6827011108398,1.98,0,38,279999,4,4486,1427,2.66666666666667,2,3
"7532",8942,29451743,78728,30.4500980377197,-97.6747207641602,1.98,0,30,315000,1,8276,2095,5.33333333333333,2,3
"7533",8943,29447743,78728,30.4367809295654,-97.6824645996094,1.98,1,36,127500,4,5662,1163,2.66666666666667,2,3
"7534",8944,29451240,78728,30.4508094787598,-97.6870880126953,1.98,1,24,334900,2,6316,1835,5.33333333333333,2,3
"7535",8945,29451238,78728,30.4506607055664,-97.6867828369141,1.98,1,24,315000,5,6316,2045,5.33333333333333,2,4
"7536",8946,29447732,78728,30.4382591247559,-97.6827545166016,1.98,0,37,340000,1,6325,2195,2.66666666666667,2,4
"7537",8947,29451724,78728,30.4516487121582,-97.6756057739258,1.98,1,30,375000,3,7840,2027,5.33333333333333,2,4
"7538",8948,29451723,78728,30.4515628814697,-97.6754302978516,1.98,0,30,274900,4,7840,1903,5.33333333333333,3,3
"7539",8949,29449223,78728,30.4434413909912,-97.6844177246094,1.98,1,38,2e+05,2,4356,1183,5.33333333333333,3,3
"7540",8950,29449719,78728,30.4450187683106,-97.6769027709961,1.98,1,39,275000,1,6141,1200,5.33333333333333,2,3
"7541",8951,29454218,78728,30.4627265930176,-97.6862869262695,1.98,0,26,340000,3,7753,1733,5.66666666666667,2,3
"7542",8952,29449715,78728,30.4450035095215,-97.6775970458984,1.98,1,39,280000,1,6838,1424,5.33333333333333,2,3
"7543",8953,29447713,78728,30.4390296936035,-97.6831359863281,1.98,0,38,324900,2,10672,1473,2.66666666666667,2,3
"7544",8954,29449711,78728,30.4447326660156,-97.6782073974609,1.98,1,39,245000,2,6926,1222,5.33333333333333,2,3
"7545",8955,29454415,78728,30.4589176177979,-97.6812286376953,1.98,1,25,249900,1,5619,1772,5.66666666666667,3,3
"7546",8957,29449705,78728,30.4444370269775,-97.6779556274414,1.98,0,38,289900,1,6098,1355,5.33333333333333,2,3
"7547",8958,29449202,78728,30.4442825317383,-97.6843414306641,1.98,0,38,296500,1,5227,1156,5.33333333333333,2,3
"7548",8959,2089631697,78728,30.4479064941406,-97.6713104248047,1.98,1,4,271860,3,392,1474,2.66666666666667,2,3
"7549",8960,29451195,78728,30.4516620635986,-97.6870193481445,1.98,1,24,275000,2,6316,2045,5.33333333333333,2,3
"7550",8961,29449189,78728,30.4453945159912,-97.6853866577148,1.98,0,37,149800,11,7492,1377,5.33333333333333,2,3
"7551",8962,29451187,78728,30.4510536193848,-97.6857986450195,1.98,1,25,369900,4,6621,2416,5.33333333333333,3,4
"7552",8963,29447685,78728,30.4379043579102,-97.681526184082,1.98,0,36,270000,4,7143,1803,2.66666666666667,2,3
"7553",8964,29447683,78728,30.4377326965332,-97.68115234375,1.98,0,36,375000,3,9360,2080,2.66666666666667,2.5,3
"7554",8965,58308181,78728,30.4363899230957,-97.6767501831055,1.98,1,37,309990,5,6817,2056,2.66666666666667,3,3
"7555",8966,29449180,78728,30.4464664459229,-97.6852416992188,1.98,0,39,340000,2,6577,1455,5.33333333333333,2,3
"7556",8967,29447680,78728,30.4381923675537,-97.6811065673828,1.98,0,37,325000,1,7214,1698,2.66666666666667,2.5,3
"7557",8968,29449679,78728,30.4439182281494,-97.6768493652344,1.98,1,38,295000,2,6969,1384,2.66666666666667,2,3
"7558",8969,29447679,78728,30.4383563995361,-97.6810836791992,1.98,0,37,385000,3,6969,2500,2.66666666666667,3,3
"7559",8970,29451174,78728,30.4516105651856,-97.6851348876953,1.98,1,25,3e+05,3,7579,1704,5.33333333333333,2,3
"7560",8971,29451172,78728,30.4514770507812,-97.6848602294922,1.98,1,25,389600,2,7840,2162,5.33333333333333,2,3
"7561",8972,29449672,78728,30.4431476593018,-97.6771011352539,1.98,1,37,310000,3,7013,1746,2.66666666666667,3,3
"7562",8974,29451158,78728,30.4471817016602,-97.6865081787109,1.98,0,27,325000,2,6621,1634,5.33333333333333,2,3
"7563",8975,29451157,78728,30.447244644165,-97.6866683959961,1.98,0,27,298000,3,7056,2104,5.33333333333333,3,4
"7564",8976,29449657,78728,30.4416847229004,-97.6794357299805,1.98,0,39,369000,2,9801,2290,2.66666666666667,2,3
"7565",8977,29451156,78728,30.4473133087158,-97.6868133544922,1.98,0,27,279500,6,6969,1723,5.33333333333333,3,3
"7566",8979,29454150,78728,30.459493637085,-97.6848907470703,1.98,1,26,289900,2,5183,1657,5.66666666666667,2,3
"7567",8980,29451648,78728,30.4506797790527,-97.6737594604492,1.98,1,26,280000,2,10105,1522,5.33333333333333,2,3
"7568",8981,29447641,78728,30.4370803833008,-97.6787185668945,1.98,1,37,3e+05,3,10672,2036,2.66666666666667,3,4
"7569",8982,29447639,78728,30.4373435974121,-97.6789093017578,1.98,0,37,469500,1,11761.2,2051,2.66666666666667,3,3
"7570",8983,29449635,78728,30.44211769104,-97.6813888549805,1.98,0,39,303900,1,7535,1499,2.66666666666667,2,3
"7571",8984,29451129,78728,30.4486885070801,-97.6875228881836,1.98,0,27,339900,7,7953,2269,5.33333333333333,3,4
"7572",8985,29447625,78728,30.4383277893066,-97.6787796020508,1.98,1,37,330000,2,7840,1632,2.66666666666667,2,3
"7573",8986,29447622,78728,30.4386405944824,-97.6792678833008,1.98,1,35,295000,1,9452,1788,2.66666666666667,2,3
"7574",8987,29447620,78728,30.4385070800781,-97.6796340942383,1.98,1,37,235000,1,6577,1500,2.66666666666667,3,3
"7575",8988,29451617,78728,30.4520416259766,-97.6831436157227,1.98,1,24,289900,4,6490,2172,5.33333333333333,3,4
"7576",8989,29447613,78728,30.4376316070557,-97.6805725097656,1.98,0,37,275000,1,11325.6,1430,2.66666666666667,2,3
"7577",8990,29451109,78728,30.4478893280029,-97.6868362426758,1.98,0,27,355000,1,6795,2047,5.33333333333333,3,4
"7578",8991,29449607,78728,30.4440650939941,-97.6822509765625,1.98,0,39,279900,4,6838,1908,5.33333333333333,2,3
"7579",8992,29447607,78728,30.4373569488525,-97.6816329956055,1.98,0,37,339900,13,7361,2220,2.66666666666667,3,3
"7580",8993,29451105,78728,30.4475765228271,-97.6862182617188,1.98,0,27,144500,6,6621,1697,5.33333333333333,3,3
"7581",8994,29451103,78728,30.4474220275879,-97.685905456543,1.98,0,27,305000,1,7187,1856,5.33333333333333,3,3
"7582",8995,29449596,78728,30.444580078125,-97.6809692382812,1.98,0,39,164900,5,6359,1767,5.33333333333333,2,3
"7583",8996,29451591,78728,30.4492645263672,-97.6818008422852,1.98,1,24,209900,4,6882,2238,5.33333333333333,2.5,3
"7584",8997,29454089,78728,30.4589862823486,-97.6863479614258,1.98,0,28,399900,1,6011,2702,5.66666666666667,3,4
"7585",8998,29454082,78728,30.4591464996338,-97.6866683959961,1.98,0,29,185000,5,5662,2156,5.66666666666667,3,4
"7586",8999,29451079,78728,30.4487686157227,-97.6847457885742,1.98,1,26,309900,2,7971,1754,5.33333333333333,3,3
"7587",9000,29447575,78728,30.4393978118896,-97.6786193847656,1.98,0,39,299900,1,8276,1948,2.66666666666667,2,3
"7588",9001,58309066,78728,30.4624824523926,-97.6822052001953,1.98,1,21,350000,2,4791,2114,5.66666666666667,3,3
"7589",9002,29454065,78728,30.4589042663574,-97.6874237060547,1.98,0,29,285000,6,6316,2174,5.66666666666667,2.5,4
"7590",9003,29454064,78728,30.4590301513672,-97.6873321533203,1.98,0,29,375000,4,6316,2219,5.66666666666667,3,4
"7591",9004,29454059,78728,30.4589595794678,-97.6878128051758,1.98,0,28,379000,3,5750,2499,5.66666666666667,3,4
"7592",9005,29451059,78728,30.4507312774658,-97.6879806518555,1.98,1,25,376000,1,7710,1810,5.33333333333333,2,3
"7593",9006,58309058,78728,30.4582481384277,-97.6836471557617,1.98,1,25,265000,2,9801,1607,5.66666666666667,2,3
"7594",9007,29454057,78728,30.4587211608887,-97.6879653930664,1.98,0,28,289000,1,5749,2326,5.66666666666667,2.5,5
"7595",9009,29449552,78728,30.4458389282227,-97.6775207519531,1.98,0,39,295000,2,7405,1605,5.33333333333333,2,3
"7596",9010,29454051,78728,30.4582672119141,-97.6888809204102,1.98,0,29,325000,2,9583,2512,5.33333333333333,3,4
"7597",9011,29451550,78728,30.4502124786377,-97.683235168457,1.98,1,24,350000,4,6839,1862,5.33333333333333,2,3
"7598",9012,29454548,78728,30.4611282348633,-97.6836013793945,1.98,1,24,325000,1,5388,2090,5.66666666666667,3,3
"7599",9013,29451548,78728,30.4504871368408,-97.6829681396484,1.98,1,26,369000,1,7187,2262,5.33333333333333,2,4
"7600",9014,29449548,78728,30.4426422119141,-97.6770935058594,1.98,1,37,299900,3,7666,1395,2.66666666666667,2,3
"7601",9015,29451547,78728,30.4506282806396,-97.6828765869141,1.98,1,24,295000,1,7187,1744,5.33333333333333,2,3
"7602",9016,29451047,78728,30.449031829834,-97.6880035400391,1.98,0,27,278000,2,6316,1328,5.33333333333333,2,3
"7603",9017,29449546,78728,30.4427719116211,-97.6774291992188,1.98,1,37,167900,4,7056,1445,2.66666666666667,2,4
"7604",9018,29451542,78728,30.4509048461914,-97.6820831298828,1.98,1,25,325000,3,7405,1744,5.33333333333333,2,3
"7605",9019,29449539,78728,30.4434471130371,-97.6784286499023,1.98,1,39,299500,3,6882,1445,5.33333333333333,2,3
"7606",9020,29449534,78728,30.4441509246826,-97.6788330078125,1.98,1,39,299900,1,6534,1364,5.33333333333333,2,3
"7607",9021,29451033,78728,30.4498538970947,-97.6873474121094,1.98,0,27,307000,1,9191,1808,5.33333333333333,3,4
"7608",9023,29449529,78728,30.4448680877686,-97.6788558959961,1.98,1,39,299000,1,7579,1418,5.33333333333333,2,3
"7609",9024,29454025,78728,30.460729598999,-97.6861877441406,1.98,0,27,310000,4,6446,2020,5.66666666666667,2,3
"7610",9025,29451024,78728,30.4483394622803,-97.6897201538086,1.98,0,28,285000,1,4950,1416,5.33333333333333,2,3
"7611",9026,2077751017,78728,30.4614887237549,-97.6797790527344,1.98,1,3,4e+05,1,7840,1646,5.66666666666667,2,3
"7612",9027,29454517,78728,30.4603481292725,-97.6813735961914,1.98,1,24,320000,3,4791,2007,5.66666666666667,3,3
"7613",9028,29447517,78728,30.4410209655762,-97.6798934936523,1.98,0,37,325000,1,8755,1897,2.66666666666667,3,3
"7614",9029,29451015,78728,30.4485702514648,-97.6904373168945,1.98,0,28,350000,4,5488,1651,5.33333333333333,2,3
"7615",9030,29447513,78728,30.4405536651611,-97.6803512573242,1.98,0,37,329950,1,7230,1395,2.66666666666667,3,3
"7616",9031,29451007,78728,30.4489498138428,-97.690803527832,1.98,0,27,285000,3,6098,1417,5.33333333333333,2,3
"7617",9032,29447507,78728,30.4398498535156,-97.6811599731445,1.98,0,37,145000,1,6795,1670,2.66666666666667,2,3
"7618",9033,29449504,78728,30.4448757171631,-97.6827545166016,1.98,0,39,285000,2,7492,1304,5.33333333333333,2,3
"7619",9034,29451501,78728,30.4474773406982,-97.6835784912109,1.98,0,37,359000,4,7710,2246,5.33333333333333,3,4
"7620",9035,29365029,78759,30.4068508148193,-97.7598724365234,1.98,0,40,519000,1,29185.2,2318,7,2,3
"7621",9036,29366527,78759,30.410572052002,-97.7689971923828,1.98,0,20,625000,2,10715,2362,8.33333333333333,2,3
"7622",9037,29371690,78759,30.4290103912354,-97.7723922729492,1.98,0,48,350000,4,12196.8,1654,8.33333333333333,2,4
"7623",9038,29372020,78759,30.4283847808838,-97.7778625488281,1.98,0,41,385000,2,7971,1969,9,3,4
"7624",9039,29366519,78759,30.4125366210938,-97.7751235961914,1.98,1,22,775000,1,15246,3694,9,4,4
"7625",9040,29368018,78759,30.4193820953369,-97.7730560302734,1.98,0,38,629000,1,14810.4,2763,8.33333333333333,3,3
